object_id,numero_de_chamada,autor_principal,entradas_secundariasautor,entradas_secundariasautor_2,titulo_principal,publicacao,descricao_fisica,notas,assuntos,entradas_secundariasautor_3,catalogacao_pre_marc,serie,isbn,outros_titulos,entradas_secundariasautor_4,entradas_secundariasautor_5,entradas_secundariasautor_6,entradas_secundariasautor_7,entradas_secundariasautor_8,entradas_secundariasautor_9,notas_de_resumo,entradas_secundariastitulo,edicao,issn,entradas_secundariasautor_10,entradas_secundariasautor_11,entradas_secundariasautor_12,entradas_secundariasautor_13,entradas_secundariasautor_14,entradas_secundariasautor_15,entradas_secundariasautor_16,entradas_secundariasautor_17,entradas_secundariasautor_18,entradas_secundariasautor_19,entradas_secundariasautor_20,entradas_secundariasautor_21,entradas_secundariasautor_22,entradas_secundariasautor_23,entradas_secundariasautor_24
893,COLETIVO Salão Nacional de Artes Plásticas S161d  1993 Coleção Bibliográfica,Fundação Nacional de Artes,Rio de Janeiro,Salão Nacional de Artes Plásticas (13 : 1993 : Rio de Janeiro)Fundação Nacional de Artes Rio de Janeiro,13. Salão Nacional de Artes Plásticas,"Rio de Janeiro : FUNARTE, 1993.",62 p. : il. color. ; 20 cm,"Catálogo publicado em decorrência da exposição realizada na Funarte, na cidade do Rio de Janeiro, em 1993.","Rocha, Adriana artista
Arte plástica Brasil -- Século 20
Tostes, Afonso artista
Pintura (obra visual) Brasil -- Século 20
Nóbrega, Alexandre artista
Escultura (trabalho visual) Brasil -- Século 20
Grieco, Alfredo artista
Xilogravura (gravura) Brasil -- Século 20
Freiberger, Angela artista
Fotografia Brasil -- Século 20
Mattos, Armando artista
Colagem (obra visual) Brasil -- Século 20
Herkenhoff, Augusto artista
Serigrafia Brasil -- Século 20
Amaral, Carla artista
Instalação (trabalho visual) Brasil -- Século 20
Uchôa, Carlos artista
Gravura Brasil -- Século 20
Chai, Chang Chi artista
Arte contemporânea (período) Brasil -- Século 20
Barbisan, Cláudia artista
Rodrigues, Conceição artista
Martins, Cosme artista
Salgado, Cristina artista
Feingold, Daniel artista
Cury, David artista
Paiva, Deborah artista
Torbes, Denize artista
Paiva, Djalma artista
Derdyk, Edith artista
Nunes, Edmilson artista
Barreto, Eduardo artista
Haesbaert, Eduardo artista
Pires, Eduardo de M. artista
Cunha, Eduardo Vieira da artista
Duarte, Eliane artista
Bernardelli, Enrica artista
Noronha, Fábio Jabur de artista
Khoury, Feres artista
Augusto, Fernando artista
Chaves, Fernando artista
Lopes, Fernando artista
Velloso, Fernando M. artista
Magalhães, Francisco artista
Moraes, Frederico Dalton de artista
Machado, Gabriela artista
Kyriakakis, Geórgia artista
Nunes, Gilvan artista
Holanda, Giodana artista
Waetge, Gisela artista
Guillermo A. C. artista
Garnier, Gustavo artista
Siqueira, Hélio artista
Marques, Igor Krivochein artista
Hochmann, Ileana artista
Conceição, Imaculada artista
Aderne, Isa artista
Adam, Jacqueline artista
Atanásio, João artista
Duarte, Jorge artista
Bechara, José artista
Bento, José artista
Damasceno, José artista
Schneider, Karin artista
Carvalho, Klinger artista
Miranda, Laura artista
Faria, Letícia artista
Ribeiro, Lígia Teixeira artista
Machado, Loris artista
Monken, Luiz Cesar artista
Semerene, Lydia artista
Orsi, Marcelo artista
Ramos, Márcia artista
Pinheiro, Márcia X. artista
Carvalho, Márcio do Vale artista
Rolla, Marco Paulo artista
Coelho, Maria Helena artista
Louro, Maria Tereza artista
Saleme, Marina artista
Röhnelt, Mario artista
Ruiz, Maurício artista
Farina, Mauricius artista
Karan, Meire artista
Kurtz, Milton artista
Barki, Monica artista
Sartori, Mônica artista
Shishiny, Naila El artista
Screnci, Nelson artista
Bellavinha, Niura artista
Negromonte, Nydia artista
Miranda, Paulo artista
Wrede, Pedro artista
Rechtand artista
Maurício, Ricardo artista
Rinaldo artista
Neuenschwander, Rivane artista
Bethônico, Roberto artista
Athayde, Rodolfo artista
Macedo, Ronaldo do Rego artista
Palazyan, Rosana artista
Renno, Rosangela artista
Lengen, Rose Van artista
Tucci, Sandra artista
Soriano, Silvana artista
Zamboni, Silvio artista
Pereira, Thales artista
Portes, Thereza artista
Barbosa, Vania artista
Martins, Vera artista
Guerra, Walter artista
Piran, Wilson artista
Ferraz, Zina artista",,,,,Décimo terceiro Salão Nacional de Artes Plásticas,,,,,,,,,,,,,,,,,,,,,,,,,
700,COLETIVO Museu Ludwing M986  2012 Coleção Bibliográfica,Museu Ludwing Alemanha 2012,Museu Ludwing,Alemanha,Junger ankauf : für das Museum Ludwig / [texto] Carla Cugini,"Alemanha : Museum Ludwig, 2012.",64 p. : il. p&b. algumas paginas duplas. ; 24 cm,Texto em alemão e inglês.,"Piller, Peter artista
Sacevic, Bojar artista
Bur, Tom artista
Arceneaux, Edgar artista
Philipsz, Susan artista
Ondák, Roman artista
Baghramian, Nairy artista",2012,,,,,"Cugini, Carla texto 
Museu Ludwing Alemanha 2012",,,,,,,,,,,,,,,,,,,,,,,,
846,COLETIVO Museu da Casa Brasileira M986p  2004 Coleção Bibliográfica,Museu da Casa Brasileira São Paulo,Museu da Casa Brasileira,São Paulo,Pios da mata : patrimônio do Espírito Santo / Museu da Casa Brasileira; [curadoria] Ronaldo Barbosa ; [texto] Adélia Borges ; [tradução] Renato Rezende,"São Paulo : Museu da Casa Brasileira, 2004.",[36] p. : il. color. ; 21 cm,"Catálogo publicado em decorrência da exposição realizada no Museu da Casa Brasileira, na cidade de São Paulo, em dezembro de 2004.
Texto em português e inglês.","Pios da mata São Paulo 2004
Escultura (trabalho visual) Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21","Barbosa, Ronaldo curadoria 
Museu da Casa Brasileira São Paulo
Borges, Adélia texto
Rezende, Renato tradução",,,,Woodland birdcall whistles  a heritage of state of Espirito Santo,,,,,,,,,,,,,,,,,,,,,,,,,
245,77:572 S728p  2011 Coleção Bibliográfica,"Souty, Jérome","Colin, Michel tradução",,Pierre Fatumbi Verger : do olhar livre ao conhecimento iniciático / Jérome Souty ; tradução de Michel Colin,"São Paulo : Terceiro Nome, 2011.",446 p. : il. p&b ; 23 cm,,"Fotografia Brasil
Antropologia social Brasil
Religião (disciplina) Brasil",,,,ISBN : 9788578160814,,,,,,,,,,,,,,,,,,,,,,,,,,
47,94(81).025 O48a  2008 Coleção Bibliográfica,"Oliveira, Mário Mendonça de",,,As fortalezas e a defesa de Salvador / Mário Mendonça de Oliveira,"Brasília : IPHAN/Programa Monumenta, 2008.",224 p. : il. color. ; 22 cm,"Exemplar em português e inglês.
O exemplar possui um mapa.","História -- Salvador -- Século 21
Patrimônio cultural -- Salvador -- Século 21",,,(Roteiros do patrimonio),,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,"Kossoy, Leonardo",,,Deosriente : o eu nômade,"Rio de Janeiro : Centro Cultural Banco do Brasil, 2005.",97 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,"INDIVIDUAL ALMEIDA, Paulo Humberto de A447l  1996 Coleção Bibliográfica",Casa de Cultura Laura Alvim,Rio de Janeiro,"Almeida, Paulo Humberto deCasa de Cultura Laura Alvim Rio de Janeiro","Linguas, cheios, brincos, turandot e os outros / Paulo Humberto de Almeida","Rio de Janeiro : Casa de Cultura Laura Alvim, 1996.",8 p. : il. color. ; 16 cm,"Catálogo publicado em decorrência da exposição realizada na Casa de Cultura Laura Alvim, na cidade do Rio de Janeiro no período de 10 de dezembro de 1996 a 7 de janeiro de 1997","Línguas, cheios, brincos, turandot e outros Rio de Janeiro 1996
Escultura (trabalho visual) Brasil -- Século 20
Instalação (trabalho visual) Brasil -- Século 20
Arte contemporânea (período) Brasil -- Século 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,7.036(81) Q1  2001 Coleção Bibliográfica,,"Hollanda, Heloísa Buarque de organização 
Andrade, Carlos Drummond de texto
Lima, Jorge de texto
Andrade, Mario de texto
Bandeira, Manoel texto
Mendes, Murilo texto
Andrade, Oswald de texto
Moraes, Vinicius de texto
Milan fotografia",,Guia poético do Rio de Janeiro : o olhar modernista / Organização: Heloisa Buarque de Hollanda,"Rio de Janeiro : Aeroplano, 2001.",137 p. : il. color. ; 17 cm,,Poesia Brasil,,,(Quando o Brasil era Moderno),ISBN : 8586579238,,,,,,,,,,,,,,,,,,,,,,,,,,
269,7(81) R936r  2006 Coleção Bibliográfica,Itaú Cultural,São Paulo,2005 - 2006,"Rumos artes visuais Itaú cultural 2005-2006 / [apresentação] Aracy Amaral ; [texto] Mariza Mokarzel, Lisette Lagnado, Luisa Duarte, Cristina Tejo, Luiza Interlenghi","São Paulo : Itaú Cultural, 2006.",371 p. : il. color. ; 24 cm + + 1 DVD,Texto em português com traduções em inglês.,"Dias, Aline artista
Técnica mista -- Brasil -- século 20 - 21
Melo, Amanda artista
Arte plástica -- Brasil -- século 20 - 21
Komatsu, André artista
Arte contemporânea (período) -- Brasil -- século 20 - 21
Sá, Andréa Campos artista
Borges, Rebeca artista
Regiani, Atila artista
Fernandino, Luciana artista
Moreira, Samantha artista
Furegatti, Sylvia artista
Pozetti, Érika artista
Pinheiro, Bernardo artista
Tomaselli, Bianca artista
Lisboa, Bosco artista
Faria, Bruno artista
Monteiro, Bruno artista
Chai, Chang Chi artista
Banfi, Chiara artista
Fernandes, Chico artista
Santiago, Débora artista
Gadelha, Denise artista
Srur, Eduardo artista
Prado, Evandro artista
Carvalho, Fabrício artista
Maciel, Gabriela artista
Piernikarz, Gabriela artista
Montijo, Giulianno artista
Prado, Gustavo artista
Houayek, Hugo artista
Freiberg, Iara artista
Angelini, João artista
Shwafaty, José Roberto artista
Correia, Jussara artista
Myrrha, Lais artista
Cogo, Laura artista
Lima, Leandro artista
Motta, Gisela artista
Larín, Letícia artista
Chaia, Lia artista
Batista, Lourival artista
Laguna, Lucia artista
Neves, Maíra das artista
Gandhi, Marcelo artista
Moreira, Marcone artista
Klabin, Maria artista
Manhães, Mariana artista
Palma, Mariana artista
Pitta, Matheus Rocha artista
Mendonça, Naiah artista
Robbio, Nicolas artista
Matos, Nina artista
Almeida, Paulo artista
Nazareth, Paulo artista
Nenflidio, Paulo artista
Vivacqua, Paulo artista
Angel, Pedro artista
Motta, Pedro artista
Braga, Rodrigo artista
Cunha, Rodrigo artista
Matheus, Rodrigo artista
Canella, Rogério artista
Ramo, Sara artista
Bonilha, Sergio artista
Pabst, Susana artista
Blass, Tatiana artista
Neuma, Tereza artista
Kawasaki, Thula artista
Monteiro, Ticiano artista
Camargo, Tony artista
Sommermeyer, Vânia artista
Uberti, Vera artista
Campion, Vinicius artista
Medeiros, Virginia artista
Américo, Waléria artista
Firmeza, Yuri artista",Itaú CulturalItaú Cultural São Paulo 2005 - 2006,,,ISBN : 8585291591,,,,,,,,,,,,,,,,,,,,,,,,,,
335,761(81) G777g  2012 Coleção Bibliográfica,A Gravura de Lasar Segall : Poesia da Linha e do Corte (São Paulo 1998) :,Serviço Social do Comércio. SESC,São Paulo,A gravura de Lasar Segall : poesia da linha e do corte / artista Lasar Segall ; texto Claudia Werneck Saldanha ; fotos Amauri Botelho,"São Paulo : SESC, [2012?].",36 p. : il. color. ; 24 cm,"Caderno publicado especialmente para acompanhar a exposição itinerante A Gravura de Lasar Segall : Poesia da Linha e do Corte, organizada pelo Museu Lasar Segall - IPHAN, MinC em 1998 para o SESC - Departamento Nacional.","Segall, Lasar artista
Gravura -- Brasil -- Século 20
Ponta-seca (gravura) -- Brasil -- Século 20
Xilogravura (gravura) -- Brasil -- Século 20
Pintura (obra visual) -- Brasil -- Século 20
Arte moderna (período) -- Brasil -- Século 20",Museu Lasar Segall,,,,Título da capa : A gravura de Lasar Segall  poesia da linha e do corte : caderno ativo,São Paulo,IPHAN. Instituto do Patrimônio Histórico e Artístico Nacional,Rio de Janeiro,MinC. Ministério da Cultura,Brasília,"Saldanha, Claudia Werneck texto
Serviço Social do Comércio. SESC São Paulo
Botelho, Amauri fotografia
Museu Lasar Segall São Paulo
IPHAN. Instituto do Patrimônio Histórico e Artístico Nacional Rio de Janeiro
MinC. Ministério da Cultura Brasília",,,,,,,,,,,,,,,,,,,
270,351.711(81) S182  2008 Coleção Bibliográfica,,"Furtado, Rogério texto",,Salvaguarda do patrmônio : Ouro Preto - MG / [texto] Rogério Furtado,"Brasília : IPHAN/Programa Monumenta, 2008.",96 p. : il. color. ; 15 cm,,"Patrimônio cultural -- Brasil -- Século 21
Preservação (função) -- Brasil -- Século 21",,,(Preservação e desenvolvimento ; 12),ISBN : 9788573340877,,,,,,,,,,,,,,,,,,,,,,,,,,
907,"INDIVIDUAL  RAMOS, Nuno R175s  2012 Coleção Bibliográfica",Serviço Social do Comércio. SESC,"Ramos, NunoServiço Social do Comércio. SESC",,Só lâmina : exposição de Nuno Ramos /,"Rio de Janeiro : SESC, 2012.",15 p. : il. color. ; 25 cm,"Catálogo publicado em decorrência da exposição realizada pelo SESC. A exposição de arte contemporânea circula por todo o país dentro do projeto ArteSesc, do Departamento Nacional do Sesc. Conteúdo incompleto : Apresenta oito estrofes do poema Uma faca só lâmina, de João Cabral de Melo Neto.","Melo Neto, João Cabral de
Só lâmina Rio de Janeiro
Pintura (obra visual) Brasil -- Século 21
Escultura (trabalho visual) Brasil -- Século 21
Desenho (obra visual) Brasil -- Século 21
Técnica mista Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,"Ohtake, Tomie",,,Gravuras de : Tomie Ohtake,"Rio de Janeiro : Instituto Cultural Villa Maurina, 1999.",ca. 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,"INDIVIDUAL ARRUDA, Victor A773v  1989 Coleção Bibliográfica","Arruda, Victor",Galeria Anna Maria Niemeyer,Rio de Janeiro,Victor Arruda / [texto] Reynaldo Roels Junior;,"Rio de Janeiro : Museu de Arte Moderna, 1989.",39 p. : il.  p&b ; 15 cm,"Catálogo publicado em decorrência da exposição realizada na Galeria Anna Maria Niemeyer, na cidade do Rio de Janeiro 27 no período de junho a 13 de julho de 1989; Sala Corpo de Exposições, Belo Horizonte, de 4 a 24 de julho de 1989.
Inclui bibliografia.","Desenho (obra visual) Brasil -- século 20 - 21
Pintura (obra visual) Brasil -- século 20 - 21
Arte contemporânea (período) Brasil -- século 20 - 21",1989,,,,,Sala Corpo de Exposições,Belo Horizonte,1989,"Roels Junior, Reynaldo texto 
Galeria Anna Maria Niemeyer Rio de Janeiro 1989
Rodrigues, Marco fotografia
Sala Corpo de Exposições Belo Horizonte 1989
Barbosa, Paulo Rui fotografia",,,,,,,,,,,,,,,,,,,,,
640,,,,,Holy threads : Lao tradition and inspiration,"S. l. : s. n., 1998.",31 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,347.921.5 M665  [200-?] Coleção Bibliográfica,,Conselho Nacional Procuradores-Gerais,"Lopes, Cláudio Soares organização 
Conselho Nacional Procuradores-Gerais
Jatahy, Carlos Roberto de Castro organização
Rego, Patrícia Amorim texto
Nascimento, Danilo Lovisaro do texto
Costa, Humberto Pimentel texto
Barreto, José Cantuária texto
Rodrigues, João Gaspar texto
Nobre, Eliani Alves texto
Carvalhido, Eunice Pereira Amorim texto
Silva, Luiz Antônio de Souza texto
Souza, Sandra Maria Ferreira de texto
Torres Neto, Benedito texto
Vieira, Vinícius Marçal texto
Cordeiro, Maria de Fátima Rodrigues Travassos texto
Ferra, Marcelo texto
Ferreira, Renato Froes Alves texto
Almeida, Antonio Eduardo Barleta de texto
Sales, José Edvaldo Pereira texto
Valle Filho, Oswaldo Trigueiro do texto
Maior Neto, Olympio de Sá texto
Barros, Aguinaldo Fenelon de texto
Oliveira, Paulo Gustavo de Freitas texto
Prado, Lia Raquel texto
Burgos, Silva texto
Souza Neto, Manoel Onofre texto
Bezerra, Rebecca Monte Nunes texto
Weingartner Neto, Jayme texto
Santiago, Alexandre Jésus de Queiroz texto
Pereira, André Paulo dos Santos texto
Arend, Márcia Aguiar texto
Martins Junior, Wallace Paiva texto
Moreira, Orlando Rochadel texto
Prado Junior, Etélio de Carvalho texto
Santos, Luís Fausto Dias Valois texto
Machado Neto, Manoel Cabral texto
Pereira, Clenan Renaut de Melo texto
Mattar Junior, César Bechara Nader texto
Carelli, Andrea Mismotto texto
Araújo, Fernando Henrique de Moraes texto
Siqueira Neto, Lelio Ferraz de texto
Cunha, Rodrigo Cezar Medina da texto
Gorrilhas, Luciano Moreira texto
Melo, Luís Antônio Camargo de texto
Moreno, Jonas Ratier texto
Herkenhoff, Paulo orientação","Ministério público : o pensamento institucional contemporâneo / organização Cláudio Soares Lopes, Carlos Roberto de Castro Jatahy","[ S. l.] : Conselho Nacional Procuradores-Gerais, [200-?].",517 p. : il. color. ; 23 cm,,"Miranda, Thereza artista
Política de governo Brasil
Uchôa, Delson artista
Gomes, Mardilson fotografia
Meireles, Cildo artista
Evangelista, Roberto artista
Vivacqua, Paulo artista
Niemeyer, Oscar artista
Firmeza, Yuri artista
Giacomini, Amalia artista
Nassar, Emmanuel artista
artista
Nazareth, Paulo artista
Oliveira, Éder artista
Leite, Júlio artista
Maneschy, Orlando artista
Braga, Rodrigo artista
Grilo, Rubem artista
Laguna, Lucia artista
Okinaka, Alina artista
Michelin, Simone artista
Prolik, Eliane artista
Botelho, Adir artista
Maiolino, Anna Maria artista
Komatsu, André artista
Paulino, Rosana artista
Magalhães, Fernanda artista
Trope, Paula artista
Varela, Pedro artista
Mourão, Raul artista
Queiroz, Armando artista",,,,ISBN : 9788564878082,,,,,,,,,,,,,,,,,,,,,,,,,,
750,COLETIVO Caixa Cultural C138m  2012 Coleção Bibliográfica,Caixa Cultural Rio de Janeiro,"Name, Daniela curadoria  texto
Costa, Marcus de Lontra curadoria texto
Moutinho, Marcelo texto",,"Modernismos : 90 anos de 1922 / Caixa Cultural ; [curadoria e texto] Daniela Name, Marcus de Lontra Costa ; [texto] Marcelo Moutinho","Rio de Janeiro : Caixa Cultural, 2012.",47 p. : il. color. ; 25 cm,"Catálogo publicado em decorrência da exposição realizada na Caixa Cultural, na cidade do Rio de Janeiro no período de 6 de março a 29 de abril de 2012.","Amaral, Tarsila do artista
Modernismos : 90 anos de 1922 Rio de Janeiro 2012
Desenho (obra visual) Brasil -- Século 21
Di Cavalcanti, Emiliano artista
Gravura Brasil -- Século 21
Nery, Ismael artista
Pintura (obra visual) Brasil -- Século 21
Grimm, Johann Georg artista
Fotografia Brasil -- Século 21
Parreiras, Antônio Diogo da Silva artista
Escultura (trabalho visual) Brasil -- Século 21
Meireles, Victor artista
Arte moderna (período) Brasil -- Século 21
Malta, Augusto artista
Malfatti, Anita artista
Segall, Lasar artista
Brecheret, Victor artista
Monteiro, Vicente do Rego artista
Dias, Cícero artista
Bocage, Francisco Du artista
Ferreira, Cláudia artista
Gomide, Antonio artista
Guignard, Alberto da Veiga artista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,7(81) C691  2012 Coleção Bibliográfica,,"Mattos, Cláudia Valladão de organização  texto
Eluf, Lygia organização",,Coleções de arte da UNICAMP / [organização e texto] Claudia Valladão de Mattos ; [organização] Lygia Eluf,"Campinas : Unicamp, 2012.",190 p. : il. p&b ; 28 cm,,"Akiko, Fujita artista
Pintura (obra visual) -- Brasil -- Século 21
Wladyslaw, Anatol artista
Xilogravura (gravura) -- Brasil -- Século 21
Amaral, Antonio Henrique artista
Calcografia -- Brasil -- Século 21
Leskoschek, Axl artista
Serigrafia -- Brasil -- Século 21
Caro, Bernardo artista
Escultura (trabalho visual) -- Brasil -- Século 21
Garcia, Cláudio artista
Grafite (obra visual) -- Brasil -- Século 21
Nardin, Ermelindo artista
Técnica mista -- Brasil -- Século 21
Gutlich, George Rembrant artista
Litografia -- Brasil -- Século 21
Barros, Geraldo de artista
Fotografia -- Brasil -- Século 21
Barsotti, Hércules Rubens artista
Arte contemporânea (período) -- Brasil -- Século 21
Fiaminghi, Hermelindo artista
Eluf, Lygia artista
Moscheta, Marcelo artista
Valle, Marco do artista
Buti, Marco artista
Oliveira, Maria do Céu Diel de artista
Bueno, Mário artista
Fiore, Mário artista
Almozara, Paula artista
Bruscky, Paulo artista
Santiago, Daniel artista
Sans, Paulo de Tarso Cheida artista
Lau, Percy artista
Porto, Raul artista
Katz, Renina artista
Perina, Thomaz artista
Mignone, Vania artista
Morini, Walkiria Pompermayer artista
Dias, Cícero artista
Carvalho, Flávio de artista
Correa, Henrique Alvim artista
Campofiorito, Hilda artista
Rodrigues, José Wasth artista
Le Corbusier artista
Lobato, Monteiro artista
Lazzarotto, Poty artista
Amaral, Tarsila do artista
Vieira, Antônio Paim artista
Perillo, Danilo artista
Khoury, Feres artista
Stockinger, Francisco artista
Henrique, Gastão Manoel artista
Câmara Filho, João artista
Weiss, Luise artista
Mubarac, Claudio artista
Grassmann, Marcello artista
Périgo, Márcio artista
Silveira, Regina artista
Matuck, Rubens artista
Niculitcheff, Sérgio artista
Tuneu artista
Bôscolo, Ulysses artista
Calixto, Benedito artista
Gonçalves, Fúlvia artista
Vosylius, Kasys artista
Biasi, Gilberto de artista
Silva, Aristides Pedro da artista
Chinalia, Nelson artista
Pichler, Karoly artista
Benetton, Simon artista
Pinotti, Suely artista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,929:5/6-05 V226  2008 Coleção Bibliográfica,,,,De Vandelli para Lineu. De Lineu para Vandelli : correspondência entre naturalistas,"[Rio de Janeiro] : Dantes, 2008.",123 p. : il. p&b ; 27 cm,,"Vandelli, Domenico cientista
Biografia (documento)
Linné, Carl von cientista
Correspondência
Naturalista",,,,ISBN : 9788586488320,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,"Wood, Peter",,,Ilhas do Caribe : as regiões selvagens do mundo,"Rio de Janeiro : Cidade Cultural, 1988.",184 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,,,,Festival internacional de arte eletronica : videobrasil,"São Paulo : SESC, 2007.",251 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,INDIVIDUAL GOTO G683c  2012 Coleção Bibliográfica,Goto,,,Coisa pública : Goto,"Curitiba : EPA!, 2012.",233 p. : il. color. ; 21cm,Inclui bibliografia.,"Instalação (trabalho visual) Brasil -- século 20 - 21
Fotografia Brasil -- século 20 - 21
Arte plástica Brasil -- século 20 - 21
Arte contemporânea (período) Brasil -- século 20 - 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,,"Santos, Alcides",,,O universo alquimista,"São Paulo : Ranuloho Galeria de Arte, [201-?].",6 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,,,,Esculturas,"Rio de Janeiro : Escola de Artes Visuais do parque Lage, 1990.",4 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
